UniProtKB-AC,SUPERFAMILY_Ndomains,SUPERFAMILY_domains,Gene3D_Ndomains,Gene3D_domains,PANTHER_Ndomains,PANTHER_domains,Pfam_Ndomains,Pfam_domains,PROSITE_PROFILE_Ndomains,PROSITE_PROFILE_domains,PROSITE_PATTERN_Ndomains,PROSITE_PATTERN_domains,SMART_Ndomains,SMART_domains,TIGRFAM_Ndomains,TIGRFAM_domains
F4KB73,2.0,"{'1': '405-1194', '2': '1143-2049'}",,,1.0,{'1': '11-2125'},4.0,"{'1': '1767-2047', '2': '85-432', '3': '444-585', '4': '622-1742'}",,,,,,,,
F4KBP5,6.0,"{'1': '1704-1752', '2': '71-123', '3': '550-588', '4': '594-653', '5': '676-913', '6': '915-1166'}",3.0,"{'1': '52-133', '2': '923-1150', '3': '680-922'}",,,5.0,"{'1': '692-981', '2': '1005-1119', '3': '1304-1341', '4': '78-119', '5': '602-653'}",,,6.0,"{'1': '531-587', '2': '601-663', '3': '1008-1167', '4': '701-878', '5': '78-119', '6': '75-122'}",6.0,"{'1': '530-589', '2': '599-656', '3': '1034-1119', '4': '77-120', '5': '1283-1347', '6': '685-889'}",,
F4KCL7,2.0,"{'1': '488-594', '2': '37-457'}",2.0,"{'1': '477-587', '2': '42-463'}",,,1.0,{'1': '68-455'},,,2.0,"{'1': '488-521', '2': '556-589'}",3.0,"{'1': '488-521', '2': '522-555', '3': '556-589'}",,
F4KFY5,3.0,"{'1': '178-439', '2': '2-150', '3': '417-500'}",5.0,"{'1': '172-340', '2': '520-680', '3': '735-976', '4': '4-171', '5': '343-430'}",1.0,{'1': '11-689'},4.0,"{'1': '12-184', '2': '203-359', '3': '597-615', '4': '433-498'}",,,1.0,{'1': '10-174'},1.0,{'1': '11-148'},,
F4KIB2,1.0,{'1': '293-469'},,,1.0,{'1': '33-648'},1.0,{'1': '65-604'},,,,,,,,
F4KIH8,1.0,{'1': '6-389'},1.0,{'1': '3-356'},1.0,{'1': '1-1260'},1.0,{'1': '209-243'},,,1.0,{'1': '259-303'},5.0,"{'1': '1-39', '2': '155-197', '3': '200-243', '4': '252-294', '5': '357-397'}",,
O03986,3.0,"{'1': '263-518', '2': '5-212', '3': '542-663'}",2.0,"{'1': '2-229', '2': '518-668'}",1.0,{'1': '4-685'},1.0,{'1': '184-689'},7.0,"{'1': '5-25', '2': '26-48', '3': '75-92', '4': '93-110', '5': '118-140', '6': '170-187', '7': '188-206'}",1.0,{'1': '25-34'},1.0,{'1': '27-182'},,
O04019,1.0,{'1': '167-411'},2.0,"{'1': '32-158', '2': '159-340'}",1.0,{'1': '24-416'},3.0,"{'1': '207-339', '2': '73-149', '3': '362-406'}",,,1.0,{'1': '310-328'},1.0,{'1': '203-342'},,
O04023,1.0,{'1': '4-137'},1.0,{'1': '4-135'},,,1.0,{'1': '5-109'},,,1.0,{'1': '1-111'},1.0,{'1': '5-110'},,
O04027,1.0,{'1': '4-118'},1.0,{'1': '1-133'},1.0,{'1': '3-120'},1.0,{'1': '7-71'},,,1.0,{'1': '38-54'},,,,
O04090,1.0,{'1': '36-144'},1.0,{'1': '52-148'},,,1.0,{'1': '61-134'},,,2.0,"{'1': '55-145', '2': '91-99'}",,,1.0,{'1': '53-147'}
O04130,3.0,"{'1': '400-546', '2': '181-363', '3': '542-618'}",1.0,{'1': '398-550'},,,4.0,"{'1': '553-610', '2': '85-394', '3': '187-362', '4': '405-521'}",,,4.0,"{'1': '552-624', '2': '224-251', '3': '272-294', '4': '301-317'}",,,1.0,{'1': '84-622'}
O04151,2.0,"{'1': '204-319', '2': '19-221'}",1.0,{'1': '208-309'},1.0,{'1': '8-382'},2.0,"{'1': '26-261', '2': '263-336'}",6.0,"{'1': '103-121', '2': '129-145', '3': '218-231', '4': '246-268', '5': '284-303', '6': '317-337'}",3.0,"{'1': '101-116', '2': '133-141', '3': '246-258'}",,,,
O04173,,,,,1.0,{'1': '6-126'},1.0,{'1': '18-119'},3.0,"{'1': '30-46', '2': '50-72', '3': '94-116'}",,,,,,
O04197,,,1.0,{'1': '53-592'},,,2.0,"{'1': '73-119', '2': '14-54'}",,,,,,,,
O04204,1.0,{'1': '8-134'},2.0,"{'1': '6-209', '2': '114-185'}",1.0,{'1': '4-316'},2.0,"{'1': '8-108', '2': '114-183'}",,,,,,,,
O04209,,,,,1.0,{'1': '1-254'},1.0,{'1': '81-175'},,,,,,,,
O04211,,,,,1.0,{'1': '8-97'},1.0,{'1': '21-101'},,,,,,,,
O04292,1.0,{'1': '20-82'},1.0,{'1': '205-387'},1.0,{'1': '14-841'},3.0,"{'1': '21-79', '2': '170-378', '3': '694-840'}",,,2.0,"{'1': '16-80', '2': '160-388'}",2.0,"{'1': '18-84', '2': '169-379'}",,
O04294,1.0,{'1': '12-501'},2.0,"{'1': '78-498', '2': '11-50'}",,,10.0,"{'1': '108-148', '2': '151-189', '3': '192-233', '4': '245-274', '5': '276-315', '6': '319-359', '7': '361-400', '8': '405-443', '9': '12-96', '10': '459-513'}",,,5.0,"{'1': '118-161', '2': '161-203', '3': '245-287', '4': '329-372', '5': '1-58'}",8.0,"{'1': '107-148', '2': '150-190', '3': '192-233', '4': '235-274', '5': '276-316', '6': '318-359', '7': '361-401', '8': '404-444'}",,
O04308,2.0,"{'1': '73-283', '2': '289-492'}",,,1.0,{'1': '57-489'},2.0,"{'1': '236-418', '2': '85-230'}",,,1.0,{'1': '104-127'},,,,
O04309,3.0,"{'1': '2-143', '2': '156-297', '3': '305-448'}",3.0,"{'1': '1-142', '2': '156-296', '3': '304-451'}",,,3.0,"{'1': '6-140', '2': '160-294', '3': '311-444'}",,,3.0,"{'1': '2-143', '2': '156-297', '3': '306-448'}",3.0,"{'1': '13-143', '2': '167-297', '3': '317-448'}",,
O04310,4.0,"{'1': '2-127', '2': '251-395', '3': '404-548', '4': '558-702'}",4.0,"{'1': '1-130', '2': '239-394', '3': '407-550', '4': '557-705'}",,,4.0,"{'1': '2-124', '2': '256-392', '3': '411-545', '4': '566-699'}",,,4.0,"{'1': '1-127', '2': '252-395', '3': '406-548', '4': '560-702'}",4.0,"{'1': '1-127', '2': '264-395', '3': '417-548', '4': '571-702'}",,
O04350,1.0,{'1': '3-104'},,,1.0,{'1': '1-110'},1.0,{'1': '3-100'},,,,,,,,
O04375,1.0,{'1': '84-466'},1.0,{'1': '80-482'},1.0,{'1': '1-485'},1.0,{'1': '72-482'},,,,,,,,
O04376,1.0,{'1': '84-465'},1.0,{'1': '79-482'},1.0,{'1': '1-485'},1.0,{'1': '72-483'},,,,,,,,
O04379,2.0,"{'1': '671-997', '2': '194-529'}",1.0,{'1': '745-1048'},,,7.0,"{'1': '409-517', '2': '677-996', '3': '335-385', '4': '75-172', '5': '527-573', '6': '584-659', '7': '190-325'}",,,2.0,"{'1': '388-501', '2': '676-997'}",3.0,"{'1': '391-523', '2': '676-997', '3': '334-386'}",,
O04420,,,,,1.0,{'1': '6-309'},2.0,"{'1': '13-137', '2': '149-299'}",5.0,"{'1': '15-26', '2': '56-70', '3': '93-106', '4': '155-171', '5': '171-183'}",1.0,{'1': '155-182'},,,1.0,{'1': '12-304'}
O04421,1.0,{'1': '1-96'},1.0,{'1': '1-121'},1.0,{'1': '1-110'},1.0,{'1': '4-93'},,,,,,,,
O04425,3.0,"{'1': '112-205', '2': '211-316', '3': '596-628'}",2.0,"{'1': '111-207', '2': '208-296'}",,,3.0,"{'1': '122-184', '2': '213-279', '3': '597-622'}",,,3.0,"{'1': '120-201', '2': '211-291', '3': '591-624'}",3.0,"{'1': '121-197', '2': '212-287', '3': '592-624'}",,
O04450,3.0,"{'1': '217-385', '2': '154-411', '3': '21-532'}",3.0,"{'1': '222-376', '2': '150-412', '3': '37-530'}",1.0,{'1': '24-530'},1.0,{'1': '40-532'},5.0,"{'1': '42-58', '2': '64-82', '3': '94-113', '4': '380-402', '5': '414-426'}",3.0,"{'1': '45-57', '2': '66-82', '3': '94-102'}",,,1.0,{'1': '3-532'}
O04479,,,,,,,1.0,{'1': '9-106'},,,1.0,{'1': '8-109'},,,,
O04482,1.0,{'1': '2-223'},1.0,{'1': '1-224'},1.0,{'1': '2-324'},2.0,"{'1': '3-206', '2': '269-314'}",5.0,"{'1': '5-22', '2': '40-52', '3': '76-93', '4': '152-163', '5': '168-178'}",1.0,{'1': '2-222'},,,,
O04486,1.0,{'1': '7-183'},1.0,{'1': '6-214'},1.0,{'1': '8-195'},1.0,{'1': '14-174'},,,1.0,{'1': '7-217'},1.0,{'1': '15-172'},1.0,{'1': '11-170'}
O04492,,,,,,,2.0,"{'1': '17-82', '2': '103-166'}",,,2.0,"{'1': '15-84', '2': '101-170'}",2.0,"{'1': '16-83', '2': '102-169'}",,
O04551,,,,,,,1.0,{'1': '25-272'},,,,,1.0,{'1': '20-305'},,
O04567,1.0,{'1': '278-576'},1.0,{'1': '24-212'},1.0,{'1': '10-578'},6.0,"{'1': '325-576', '2': '97-118', '3': '123-141', '4': '147-168', '5': '170-191', '6': '25-67'}",,,1.0,{'1': '301-586'},,,,
O04603,1.0,{'1': '58-233'},1.0,{'1': '50-234'},1.0,{'1': '60-235'},2.0,"{'1': '139-232', '2': '79-135'}",,,1.0,{'1': '112-128'},,,,
O04608,,,,,1.0,{'1': '23-309'},1.0,{'1': '107-204'},,,,,,,,
O04630,3.0,"{'1': '75-135', '2': '137-314', '3': '316-599'}",3.0,"{'1': '73-134', '2': '606-708', '3': '298-605'}",,,4.0,"{'1': '391-602', '2': '75-135', '3': '614-703', '4': '243-292'}",5.0,"{'1': '402-430', '2': '435-458', '3': '536-564', '4': '580-593', '5': '607-619'}",2.0,"{'1': '73-135', '2': '304-607'}",1.0,{'1': '243-292'},1.0,{'1': '146-704'}
O04658,1.0,{'1': '153-397'},1.0,{'1': '285-397'},1.0,{'1': '1-530'},2.0,"{'1': '166-394', '2': '2-66'}",,,1.0,{'1': '280-398'},1.0,{'1': '159-211'},,
O04663,1.0,{'1': '20-193'},1.0,{'1': '6-197'},1.0,{'1': '18-192'},1.0,{'1': '27-194'},,,1.0,{'1': '80-103'},,,,
O04714,,,,,,,,,16.0,"{'1': '19-34', '2': '36-50', '3': '52-74', '4': '82-95', '5': '97-115', '6': '120-135', '7': '159-171', '8': '172-195', '9': '215-236', '10': '245-262', '11': '263-279', '12': '30-48', '13': '49-64', '14': '80-98', '15': '221-239', '16': '253-272'}",1.0,{'1': '19-273'},,,,
O04719,1.0,{'1': '101-413'},1.0,{'1': '100-423'},1.0,{'1': '83-412'},1.0,{'1': '130-404'},,,2.0,"{'1': '160-168', '2': '112-411'}",1.0,{'1': '100-409'},,
O04834,1.0,{'1': '17-192'},1.0,{'1': '1-193'},1.0,{'1': '1-193'},1.0,{'1': '8-192'},5.0,"{'1': '22-45', '2': '50-74', '3': '77-102', '4': '122-143', '5': '166-190'}",,,1.0,{'1': '4-192'},1.0,{'1': '19-135'}
O04921,,,,,1.0,{'1': '94-450'},1.0,{'1': '100-423'},,,1.0,{'1': '290-311'},,,1.0,{'1': '98-424'}
O04951,1.0,{'1': '7-294'},1.0,{'1': '3-307'},1.0,{'1': '6-307'},1.0,{'1': '49-242'},7.0,"{'1': '49-76', '2': '78-105', '3': '111-135', '4': '146-172', '5': '175-202', '6': '231-251', '7': '253-269'}",1.0,{'1': '112-117'},1.0,{'1': '21-291'},,
O04983,2.0,"{'1': '403-519', '2': '75-185'}",1.0,{'1': '204-274'},1.0,{'1': '37-525'},3.0,"{'1': '187-394', '2': '75-182', '3': '408-513'}",,,4.0,"{'1': '225-239', '2': '358-365', '3': '192-389', '4': '73-518'}",1.0,{'1': '408-514'},1.0,{'1': '75-519'}
O22040,1.0,{'1': '69-349'},,,1.0,{'1': '45-340'},1.0,{'1': '70-331'},,,3.0,"{'1': '69-331', '2': '193-205', '3': '75-98'}",1.0,{'1': '69-331'},,
O22173,4.0,"{'1': '37-130', '2': '135-306', '3': '326-428', '4': '506-645'}",4.0,"{'1': '41-132', '2': '133-221', '3': '222-321', '4': '323-421'}",,,5.0,"{'1': '48-117', '2': '136-204', '3': '227-295', '4': '330-398', '5': '566-630'}",,,5.0,"{'1': '46-124', '2': '134-206', '3': '225-302', '4': '328-405', '5': '558-635'}",9.0,"{'1': '47-120', '2': '135-207', '3': '226-298', '4': '329-401', '5': '570-633', '6': '47-120', '7': '135-207', '8': '226-298', '9': '329-401'}",1.0,{'1': '47-631'}
O22207,2.0,"{'1': '16-144', '2': '315-915'}",1.0,{'1': '5-157'},1.0,{'1': '212-915'},3.0,"{'1': '317-913', '2': '38-144', '3': '163-216'}",,,4.0,"{'1': '15-145', '2': '318-333', '3': '858-875', '4': '317-916'}",1.0,{'1': '34-147'},,
O22216,2.0,"{'1': '274-429', '2': '42-274'}",1.0,{'1': '274-434'},,,2.0,"{'1': '274-428', '2': '146-246'}",2.0,"{'1': '46-63', '2': '267-291'}",,,,,,
O22263,3.0,"{'1': '19-128', '2': '141-251', '3': '263-359'}",1.0,{'1': '263-361'},1.0,{'1': '20-342'},3.0,"{'1': '264-357', '2': '25-127', '3': '143-246'}",,,3.0,"{'1': '16-131', '2': '132-250', '3': '163-181'}",,,2.0,"{'1': '28-129', '2': '146-248'}"
O22265,4.0,"{'1': '81-132', '2': '268-316', '3': '322-370', '4': '127-236'}",1.0,{'1': '122-265'},1.0,{'1': '57-290'},2.0,"{'1': '134-224', '2': '321-366'}",,,3.0,"{'1': '320-373', '2': '159-191', '3': '193-225'}",6.0,"{'1': '82-133', '2': '268-318', '3': '319-370', '4': '127-155', '5': '159-188', '6': '193-222'}",,
O22267,3.0,"{'1': '984-1118', '2': '383-463', '3': '450-667'}",1.0,{'1': '463-673'},1.0,{'1': '58-1115'},3.0,"{'1': '988-1109', '2': '576-668', '3': '396-461'}",3.0,"{'1': '595-609', '2': '613-623', '3': '629-647'}",2.0,"{'1': '987-1120', '2': '402-671'}",3.0,"{'1': '986-1114', '2': '511-671', '3': '395-461'}",,
O22287,1.0,{'1': '1-312'},1.0,{'1': '1-233'},1.0,{'1': '1-360'},2.0,"{'1': '2-233', '2': '251-360'}",,,,,,,,
O22446,1.0,{'1': '17-381'},1.0,{'1': '15-388'},,,1.0,{'1': '36-324'},10.0,"{'1': '145-168', '2': '177-192', '3': '262-272', '4': '38-55', '5': '71-89', '6': '102-119', '7': '123-143', '8': '164-180', '9': '223-236', '10': '240-258'}",,,,,,
O22467,1.0,{'1': '112-408'},1.0,{'1': '2-422'},1.0,{'1': '9-413'},6.0,"{'1': '173-207', '2': '221-256', '3': '264-302', '4': '309-346', '5': '367-402', '6': '19-88'}",3.0,"{'1': '194-208', '2': '289-303', '3': '390-404'}",6.0,"{'1': '174-216', '2': '223-265', '3': '269-311', '4': '313-355', '5': '370-404', '6': '194-208'}",6.0,"{'1': '115-154', '2': '167-207', '3': '216-256', '4': '262-302', '5': '306-346', '6': '363-403'}",,
O22469,1.0,{'1': '111-397'},1.0,{'1': '3-415'},1.0,{'1': '13-408'},6.0,"{'1': '173-198', '2': '209-247', '3': '254-290', '4': '297-334', '5': '356-392', '6': '17-88'}",3.0,"{'1': '185-199', '2': '277-291', '3': '321-335'}",6.0,"{'1': '165-207', '2': '214-256', '3': '301-336', '4': '360-394', '5': '185-199', '6': '321-335'}",5.0,"{'1': '158-198', '2': '207-247', '3': '250-290', '4': '294-334', '5': '353-393'}",,
O22476,1.0,{'1': '865-1155'},1.0,{'1': '39-770'},,,14.0,"{'1': '886-1116', '2': '223-239', '3': '247-267', '4': '292-313', '5': '318-339', '6': '367-388', '7': '391-412', '8': '418-439', '9': '442-463', '10': '490-511', '11': '513-571', '12': '700-738', '13': '35-69', '14': '585-651'}",,,3.0,"{'1': '883-1158', '2': '1005-1017', '3': '889-912'}",8.0,"{'1': '883-1155', '2': '98-120', '3': '172-202', '4': '290-314', '5': '364-388', '6': '487-511', '7': '535-559', '8': '701-725'}",,
O22533,1.0,{'1': '88-170'},,,1.0,{'1': '35-208'},2.0,"{'1': '89-114', '2': '148-171'}",,,4.0,"{'1': '91-111', '2': '150-170', '3': '89-111', '4': '148-175'}",2.0,"{'1': '89-111', '2': '148-170'}",,
O22607,1.0,{'1': '153-504'},1.0,{'1': '41-495'},1.0,{'1': '58-492'},5.0,"{'1': '214-248', '2': '285-321', '3': '333-366', '4': '376-415', '5': '66-133'}",,,3.0,"{'1': '288-330', '2': '333-366', '3': '382-415'}",6.0,"{'1': '154-193', '2': '208-248', '3': '281-321', '4': '326-366', '5': '375-415', '6': '430-477'}",,
O22715,2.0,"{'1': '6-141', '2': '159-426'}",,,1.0,{'1': '6-426'},2.0,"{'1': '7-128', '2': '159-426'}",6.0,"{'1': '15-35', '2': '103-130', '3': '161-189', '4': '236-263', '5': '305-320', '6': '345-356'}",3.0,"{'1': '159-179', '2': '256-270', '3': '170-426'}",,,,
O22775,,,1.0,{'1': '148-300'},1.0,{'1': '14-442'},1.0,{'1': '149-388'},,,,,,,,
O22791,2.0,"{'1': '4-99', '2': '104-217'}",2.0,"{'1': '4-87', '2': '106-194'}",1.0,{'1': '1-403'},2.0,"{'1': '8-71', '2': '112-169'}",,,2.0,"{'1': '6-82', '2': '110-187'}",2.0,"{'1': '7-78', '2': '111-183'}",,
O22793,,,1.0,{'1': '82-165'},1.0,{'1': '11-217'},1.0,{'1': '84-174'},,,,,,,,
O22795,1.0,{'1': '68-141'},1.0,{'1': '67-143'},1.0,{'1': '16-142'},1.0,{'1': '68-127'},,,,,,,1.0,{'1': '68-123'}
O22806,,,,,1.0,{'1': '26-213'},1.0,{'1': '65-186'},,,1.0,{'1': '69-224'},1.0,{'1': '62-186'},,
O22808,1.0,{'1': '351-640'},,,1.0,{'1': '9-653'},4.0,"{'1': '380-638', '2': '57-114', '3': '121-178', '4': '193-240'}",,,2.0,"{'1': '351-643', '2': '195-238'}",,,,
O22810,1.0,{'1': '4-315'},,,1.0,{'1': '8-309'},1.0,{'1': '9-250'},,,,,,,,
O22832,1.0,{'1': '59-400'},1.0,{'1': '56-401'},1.0,{'1': '57-400'},1.0,{'1': '74-395'},,,1.0,{'1': '321-340'},,,,
O22842,2.0,"{'1': '88-281', '2': '28-72'}",1.0,{'1': '28-74'},,,3.0,"{'1': '92-228', '2': '235-281', '3': '31-64'}",,,2.0,"{'1': '28-66', '2': '36-55'}",1.0,{'1': '30-64'},,
O22860,,,1.0,{'1': '1-69'},1.0,{'1': '1-69'},1.0,{'1': '2-68'},,,,,,,,
O22886,1.0,{'1': '51-393'},1.0,{'1': '42-394'},,,1.0,{'1': '52-391'},,,2.0,"{'1': '69-78', '2': '189-205'}",,,1.0,{'1': '56-390'}
O22921,2.0,"{'1': '163-224', '2': '319-387'}",2.0,"{'1': '152-225', '2': '312-388'}",1.0,{'1': '207-389'},2.0,"{'1': '166-222', '2': '329-385'}",,,2.0,"{'1': '166-224', '2': '322-387'}",2.0,"{'1': '165-223', '2': '327-386'}",,
O22922,2.0,"{'1': '6-95', '2': '148-231'}",2.0,"{'1': '3-111', '2': '151-232'}",,,2.0,"{'1': '12-82', '2': '160-219'}",,,2.0,"{'1': '10-89', '2': '158-232'}",2.0,"{'1': '11-85', '2': '159-228'}",,
O22929,,,,,1.0,{'1': '7-152'},,,,,,,,,,
O22932,1.0,{'1': '18-285'},,,,,2.0,"{'1': '21-277', '2': '305-364'}",,,4.0,"{'1': '21-277', '2': '141-153', '3': '27-50', '4': '302-326'}",1.0,{'1': '21-277'},,
O22967,,,,,1.0,{'1': '1-112'},1.0,{'1': '56-111'},,,2.0,"{'1': '60-96', '2': '58-112'}",,,,
O22969,1.0,{'1': '20-115'},1.0,{'1': '19-130'},1.0,{'1': '1-124'},1.0,{'1': '21-80'},,,,,,,,
O23016,1.0,{'1': '1-319'},1.0,{'1': '1-323'},1.0,{'1': '1-328'},1.0,{'1': '16-315'},5.0,"{'1': '110-120', '2': '161-180', '3': '206-212', '4': '258-270', '5': '271-284'}",,,,,,
O23049,2.0,"{'1': '44-125', '2': '126-219'}",2.0,"{'1': '42-125', '2': '126-223'}",1.0,{'1': '44-218'},2.0,"{'1': '53-125', '2': '133-207'}",3.0,"{'1': '114-139', '2': '142-158', '3': '184-205'}",1.0,{'1': '197-205'},,,1.0,{'1': '44-219'}
O23087,4.0,"{'1': '135-245', '2': '9-1044', '3': '373-621', '4': '364-829'}",2.0,"{'1': '363-770', '2': '376-624'}",,,3.0,"{'1': '10-77', '2': '810-1039', '3': '130-246'}",,,1.0,{'1': '368-374'},1.0,{'1': '8-82'},3.0,"{'1': '101-291', '2': '304-389', '3': '698-810'}"
O23126,,,,,1.0,{'1': '1-346'},2.0,"{'1': '42-186', '2': '204-306'}",,,,,,,,
O23138,1.0,{'1': '9-109'},1.0,{'1': '1-112'},1.0,{'1': '3-111'},1.0,{'1': '12-109'},6.0,"{'1': '22-29', '2': '35-50', '3': '51-61', '4': '65-81', '5': '84-94', '6': '101-109'}",1.0,{'1': '10-111'},,,,
O23144,,,,,1.0,{'1': '4-597'},1.0,{'1': '478-513'},,,,,,,,
O23160,1.0,{'1': '10-106'},,,1.0,{'1': '13-181'},2.0,"{'1': '13-59', '2': '67-109'}",,,4.0,"{'1': '8-59', '2': '60-110', '3': '8-63', '4': '65-114'}",2.0,"{'1': '12-61', '2': '64-112'}",,
O23207,1.0,{'1': '74-270'},1.0,{'1': '73-271'},,,1.0,{'1': '77-209'},,,1.0,{'1': '75-263'},,,1.0,{'1': '74-270'}
O23210,,,,,1.0,{'1': '124-480'},1.0,{'1': '124-485'},,,1.0,{'1': '113-485'},,,,
O23212,2.0,"{'1': '239-324', '2': '360-565'}",3.0,"{'1': '234-334', '2': '350-450', '3': '468-571'}",,,1.0,{'1': '361-430'},,,2.0,"{'1': '239-322', '2': '359-437'}",2.0,"{'1': '240-318', '2': '360-433'}",1.0,{'1': '73-571'}
O23249,1.0,{'1': '1-81'},1.0,{'1': '1-84'},,,1.0,{'1': '4-70'},4.0,"{'1': '3-17', '2': '18-32', '3': '40-54', '4': '55-69'}",1.0,{'1': '6-24'},1.0,{'1': '3-72'},,
O23252,1.0,{'1': '41-232'},1.0,{'1': '52-235'},1.0,{'1': '43-223'},1.0,{'1': '61-231'},,,1.0,{'1': '116-139'},,,,
O23254,1.0,{'1': '6-463'},2.0,"{'1': '41-316', '2': '16-460'}",1.0,{'1': '10-463'},1.0,{'1': '13-411'},,,1.0,{'1': '236-252'},,,,
O23255,1.0,{'1': '240-403'},1.0,{'1': '15-485'},1.0,{'1': '6-485'},2.0,"{'1': '13-484', '2': '240-403'}",,,2.0,"{'1': '85-99', '2': '262-279'}",2.0,"{'1': '13-484', '2': '240-403'}",1.0,{'1': '14-477'}
O23290,1.0,{'1': '2-94'},1.0,{'1': '1-105'},1.0,{'1': '1-105'},1.0,{'1': '19-94'},,,1.0,{'1': '63-74'},,,,
O23310,1.0,{'1': '22-126'},1.0,{'1': '13-130'},1.0,{'1': '7-117'},1.0,{'1': '25-89'},,,1.0,{'1': '56-72'},,,,
O23339,,,,,,,1.0,{'1': '72-160'},,,,,,,,
O23487,1.0,{'1': '316-382'},1.0,{'1': '309-383'},1.0,{'1': '18-464'},2.0,"{'1': '320-366', '2': '50-226'}",,,1.0,{'1': '316-365'},1.0,{'1': '322-371'},,
O23530,3.0,"{'1': '183-442', '2': '15-158', '3': '419-499'}",7.0,"{'1': '179-343', '2': '545-718', '3': '734-873', '4': '874-1031', '5': '1032-1229', '6': '18-178', '7': '350-432'}",1.0,{'1': '20-711'},7.0,"{'1': '21-195', '2': '196-366', '3': '600-618', '4': '761-779', '5': '1226-1351', '6': '433-499', '7': '1008-1090'}",,,1.0,{'1': '19-182'},1.0,{'1': '20-156'},,
O23617,1.0,{'1': '592-843'},1.0,{'1': '594-826'},1.0,{'1': '56-840'},2.0,"{'1': '61-545', '2': '595-829'}",,,,,,,2.0,"{'1': '590-839', '2': '594-796'}"
O23627,2.0,"{'1': '56-102', '2': '117-620'}",2.0,"{'1': '615-726', '2': '122-483'}",1.0,{'1': '84-724'},3.0,"{'1': '56-96', '2': '292-590', '3': '617-703'}",,,3.0,"{'1': '61-89', '2': '50-106', '3': '255-596'}",1.0,{'1': '54-110'},1.0,{'1': '118-703'}
O23676,1.0,{'1': '8-150'},1.0,{'1': '6-149'},1.0,{'1': '5-150'},1.0,{'1': '9-150'},,,,,,,,
O23680,1.0,{'1': '6-252'},1.0,{'1': '1-262'},1.0,{'1': '37-241'},1.0,{'1': '38-200'},,,1.0,{'1': '34-258'},,,1.0,{'1': '4-294'}
O23708,1.0,{'1': '5-234'},1.0,{'1': '1-235'},1.0,{'1': '10-233'},2.0,"{'1': '6-28', '2': '31-213'}",,,2.0,"{'1': '6-28', '2': '21-231'}",1.0,{'1': '6-28'},,
O23710,1.0,{'1': '12-228'},1.0,{'1': '40-260'},1.0,{'1': '10-222'},1.0,{'1': '37-217'},4.0,"{'1': '47-62', '2': '167-178', '3': '178-189', '4': '203-214'}",2.0,"{'1': '43-90', '2': '39-217'}",,,,
O23712,1.0,{'1': '4-237'},1.0,{'1': '2-232'},1.0,{'1': '10-234'},2.0,"{'1': '6-28', '2': '29-213'}",,,2.0,"{'1': '6-28', '2': '21-232'}",1.0,{'1': '6-28'},,
O24409,,,,,1.0,{'1': '8-185'},1.0,{'1': '11-188'},,,1.0,{'1': '96-184'},,,,
O24456,1.0,{'1': '7-324'},1.0,{'1': '4-327'},1.0,{'1': '2-324'},7.0,"{'1': '8-43', '2': '56-91', '3': '97-133', '4': '137-180', '5': '185-222', '6': '226-262', '7': '298-322'}",3.0,"{'1': '120-134', '2': '167-181', '3': '209-223'}",9.0,"{'1': '11-53', '2': '59-100', '3': '101-133', '4': '146-189', '5': '190-231', '6': '299-327', '7': '78-92', '8': '167-181', '9': '209-223'}",7.0,"{'1': '4-44', '2': '52-91', '3': '94-133', '4': '135-180', '5': '183-222', '6': '225-262', '7': '288-323'}",,
O24457,1.0,{'1': '79-403'},,,1.0,{'1': '66-409'},1.0,{'1': '90-390'},,,,,,,1.0,{'1': '81-401'}
O24496,1.0,{'1': '1-256'},1.0,{'1': '1-258'},,,2.0,"{'1': '13-174', '2': '175-256'}",,,,,1.0,{'1': '11-174'},1.0,{'1': '4-256'}
O24606,1.0,{'1': '175-299'},2.0,"{'1': '81-159', '2': '173-306'}",1.0,{'1': '30-606'},2.0,"{'1': '175-296', '2': '84-155'}",,,,,,,,
O24616,1.0,{'1': '3-235'},1.0,{'1': '1-246'},1.0,{'1': '8-235'},2.0,"{'1': '4-26', '2': '27-210'}",,,2.0,"{'1': '4-26', '2': '19-229'}",1.0,{'1': '4-26'},,
O24646,1.0,{'1': '90-148'},,,1.0,{'1': '1-164'},1.0,{'1': '86-147'},,,2.0,"{'1': '93-108', '2': '88-151'}",1.0,{'1': '86-150'},,
O24653,2.0,"{'1': '1-356', '2': '390-433'}",1.0,{'1': '2-430'},1.0,{'1': '1-433'},1.0,{'1': '1-433'},16.0,"{'1': '16-28', '2': '75-88', '3': '125-140', '4': '182-196', '5': '280-294', '6': '323-339', '7': '348-366', '8': '381-400', '9': '402-422', '10': '6-24', '11': '24-41', '12': '69-86', '13': '86-102', '14': '135-150', '15': '212-229', '16': '230-251'}",,,,,,
O48528,,,,,1.0,{'1': '14-145'},,,,,,,,,,
O48533,,,,,1.0,{'1': '1-259'},,,,,,,,,,
O48538,3.0,"{'1': '194-346', '2': '625-738', '3': '744-944'}",1.0,{'1': '737-944'},1.0,{'1': '229-944'},4.0,"{'1': '625-740', '2': '746-927', '3': '435-583', '4': '168-267'}",3.0,"{'1': '528-551', '2': '728-741', '3': '751-768'}",3.0,"{'1': '264-299', '2': '622-742', '3': '277-289'}",,,,
